Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y,Sport_en,district_code,Count,Meta_Cat,Sub_Cat,All,Sport_count,sport_count_in_district
Gymnastiek,Turnz,www.turnz.nl,OSB,Gulden Kruis 5,1103BE,Amsterdam,Zuidoost,,40535474.0,ja,4.96538424,52.31862767,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,sv West!,www.svwest.nl,ProRegeSchool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,40532344.0,ja,4.82322682,52.36092523,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,De Piramide,Houdringe 2,1025BA,Amsterdam,Noord,,40532661.0,ja,4.94584032,52.40062309,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Huntum 16,Huntum 16,1102JA,Amsterdam,Zuidoost,,40532005.0,,4.9610047,52.309236,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,Ontspanningsvereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1065DC,Amsterdam,Nieuw-West,,,,4.83308527,52.35325129,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,Wilskracht,www.tvwilskracht.nl,Marcanti college,Jan van Galenstraat 31,1051KM,Amsterdam,West,,40532248.0,,4.86613178,52.37522361,Gymnastics,E,1,physical sports,acro sports,All Sports,63,4
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzaal Lekstraat 35,Lekstraat 35,1079EM,Amsterdam,Zuid,,40533213.0,,4.90422499,52.34424265,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40535474.0,ja,4.89371511,52.34975372,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,sv West!,www.svwest.nl,Louis Bouwmeester,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,Nieuw-West,,40532344.0,ja,4.82076845,52.35570058,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,MKC de Amstel,Markonstraat 1,1096GJ,Amsterdam,Oost,,65052715.0,ja,4.9183821,52.3396187,Gymnastics,M,1,physical sports,acro sports,All Sports,63,10
Gymnastiek,DOS,www.dosamsterdam.nl,Sportzaal Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40532716.0,ja,4.87847974,52.3779916,Gymnastics,A,1,physical sports,acro sports,All Sports,63,3
Gymnastiek,Holendrecht,www.svholendrecht.nl,De Brink,Mijehof 300,1106HW,Amsterdam,Zuidoost,,,,4.96843048,52.30042026,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam,Zuidoost,,40532005.0,,4.96843048,52.30042026,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal de Krijtmolen,Molenwijk 8,1035EE,Amsterdam,Noord,,40531691.0,ja,4.89189045,52.41986804,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Palmstraat 13,Palmstraat 13,1015HP,Amsterdam,Centrum,,40532716.0,ja,4.88432725,52.38166558,Gymnastics,A,1,physical sports,acro sports,All Sports,63,3
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal Twiskeschool,Pandorinastraat 7A,1035VR,Amsterdam,Noord,,40531691.0,ja,4.90201349,52.41901116,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Pieter Calandlaan 768,Pieter Calandlaan 768,1060TZ,Amsterdam,Nieuw-West,,40532005.0,,4.7884903,52.35020295,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,N.O.S.,www.nos-turnen.nl,Dapperschool,Pieter Nieuwlandstraat 3,1093XG,Amsterdam,Oost,,40531788.0,,4.92616104,52.36149669,Gymnastics,M,1,physical sports,acro sports,All Sports,63,10
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal De Poolster,Plejadenplein 40,1033VL,Amsterdam,Noord,,40531691.0,ja,4.88698883,52.41393359,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40532715.0,ja,4.93135106,52.35788575,Gymnastics,M,1,physical sports,acro sports,All Sports,63,10
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Nieuw-West,,40532716.0,ja,4.93135106,52.35788575,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Reigersbos 301,Reigersbos 301,1107EZ,Amsterdam,Zuidoost,,40532005.0,,4.97712152,52.294348,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,Olympia,www.olympia.dds.nl,Mozaïek Het,Rustenburgerstraat 246,1073GK,Amsterdam,Zuid,,40532564.0,,4.8977363,52.35243978,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,DOS,www.dosamsterdam.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40532716.0,ja,4.80943351,52.34013284,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,Turnschool Turnace Gymnastic Amsterdam,www.turnace.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,,,4.80943351,52.34013284,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,Turnz,www.turnz.nl,Turnhal Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40535474.0,ja,4.80943351,52.34013284,Gymnastics,F,1,physical sports,acro sports,All Sports,63,18
Gymnastiek,Driemond Fit,www.driemondfit.nl,MatchZO,Stammerlandweg 10,1109BR,Amsterdam,Zuidoost,,40532599.0,,5.01467674,52.30881441,Gymnastics,T,1,physical sports,acro sports,All Sports,63,7
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzaal Theophile de Bockstraat 100,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,40533213.0,,4.84614077,52.35510924,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Montessori school De Maas en Waalschool,Uiterwaardenstraat 544,1079AZ,Amsterdam,Zuid,,40533213.0,,4.90053493,52.34350851,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,Openbare Dalton Basisschool (ODBS) De Meer,Van 't Hofflaan 50,1097EP,Amsterdam,Oost,,65052714.0,ja,4.93367471,52.34712379,Gymnastics,M,1,physical sports,acro sports,All Sports,63,10
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Van Gentstraat,Van Gentstraat 16A,1055PE,Amsterdam,West,,40532716.0,ja,4.85183572,52.38312296,Gymnastics,E,1,physical sports,acro sports,All Sports,63,4
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Rosa Boekdrukker,Vancouverstraat 3-5,1056DT,Amsterdam,West,,54804728.0,ja,4.855348,52.3731714,Gymnastics,E,1,physical sports,acro sports,All Sports,63,4
Gymnastiek,Gymnastiek Vereniging Amsterdam-Zuid (GVAZ),www.gvaz.nl,Sportzaal Pam Pooters,Vechtstraat 90,1079JN,Amsterdam,Zuid,,40530749.0,,4.90683727,52.34433326,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,Olympia,www.olympia.dds.nl,Gymzaal Verbindingstraat 2,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,40532564.0,,4.89884731,52.35284882,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,Turnz,www.turnz.nl,Gymzaal Verbindingstraat 2,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,40535474.0,ja,4.89884731,52.35284882,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,40532661.0,ja,4.95909018,52.3918908,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,Salto,www.gvsalto.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,40536635.0,ja,4.95909018,52.3918908,Gymnastics,N,1,physical sports,acro sports,All Sports,63,9
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Westerstraat 202,Westerstraat 202,1015MS,Amsterdam,Centrum,,40532716.0,ja,4.88106295,52.37812849,Gymnastics,A,1,physical sports,acro sports,All Sports,63,3
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40533213.0,,4.87034696,52.35123583,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40532716.0,ja,4.87034696,52.35123583,Gymnastics,K,1,physical sports,acro sports,All Sports,63,12
Handbal,AHC'31,www.ahc31.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40531675.0,,4.85410708,52.33997926,Handball,K,1,physical sports,handball family,All Sports,11,1
Handbal,Heracles,www.sv-heracles-amsterdam.info/?tag=handbal,Sportpark Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40530123.0,,4.80397743,52.3678604,Handball,F,1,physical sports,handball family,All Sports,11,5
Handbal,Westsite,www.westsite.amsterdam,Sportpark Riekerhaven,Handbalstraat 740,1062XA,Amsterdam,Nieuw-West,,34162957.0,ja,4.8363683,52.34181617,Handball,F,1,physical sports,handball family,All Sports,11,5
Handbal,T.O.G.,www.avvtog.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40532089.0,,4.95130945,52.36594199,Handball,M,1,physical sports,handball family,All Sports,11,2
Handbal,T.O.B.,www.rksv.tob.nl,Sportpark Melkweg,Meteorenweg 270,1035RN,Amsterdam,Noord,,40530737.0,,4.87475375,52.41828524,Handball,N,1,physical sports,handball family,All Sports,11,3
Handbal,SV Vriendschap,www.svvriendschap.nl,Sportpark Melkweg,Meteorenweg 278,1035RN,Amsterdam,Noord,,40531691.0,ja,4.87256589,52.41934529,Handball,N,1,physical sports,handball family,All Sports,11,3
Handbal,DSG,www.dsghandbal.nl,Sporthal Sloten,Sloterweg 1043F,1066CC,Amsterdam,Nieuw-West,,40530112.0,ja,4.80253316,52.33707005,Handball,F,1,physical sports,handball family,All Sports,11,5
Handbal,DSG,www.dsghandbal.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40530112.0,,4.80649086,52.33961512,Handball,F,1,physical sports,handball family,All Sports,11,5
Handbal,Aristos,www.aristosamsterdam.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,40531183.0,ja,4.78435888,52.38206168,Handball,F,1,physical sports,handball family,All Sports,11,5
Handbal,Universitaire Sportvereniging,www.ushandbal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993.0,,4.91002045,52.35863353,Handball,M,1,physical sports,handball family,All Sports,11,2
Handbal,VOC Amsterdam,www.voc-handbal.nl,Sportpark De Weeren,Volendammerweg 314,1027EA,Amsterdam,Noord,,34255593.0,,4.96561264,52.39346007,Handball,N,1,physical sports,handball family,All Sports,11,3
Handboogschieten,K.N.H.S Concordia,www.knhs-concordia.org,Sportpark Ookmeer,Abe Lenstralaan 10,1067MV,Amsterdam,Nieuw-West,,40531835.0,,4.79380531,52.37311264,Archery,F,1,physical sports,target sports,All Sports,1,1
Hapkido,Chong Mu Kwan,www.chongmukwan.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,4.89371511,52.34975372,Hapkido,K,1,physical sports,combat sports and martial arts,All Sports,1,1
Hardlopen,Sportclub Eendracht,www.sportparkdeeendracht.nl/sporten/hardlopen,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40533717.0,,4.78712247,52.37972092,Running,F,1,physical sports,endurance sports,All Sports,5,2
Hardlopen,Loopqlub,www.loopqlub.nl,Sportpark Westerpark,Klönne plein 10-12,1014DD,Amsterdam,West,,58979611.0,,4.87041182,52.38725893,Running,E,1,physical sports,endurance sports,All Sports,5,2
Hardlopen,Running Holland,www.runningholland.nl,Sport371,Overtoom 371,1054JN,Amsterdam,West,,52662101.0,,4.8630132,52.35951726,Running,E,1,physical sports,endurance sports,All Sports,5,2
Hardlopen,Zoev,www.zoev.net,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339.0,,4.95629984,52.35564969,Running,M,1,physical sports,endurance sports,All Sports,5,1
Hardlopen,Running Club Amsterdam,www.runningclubamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,,,4.80649086,52.33961512,Running,F,1,physical sports,endurance sports,All Sports,5,2
Hockey,HC A.M.V.J.,www.hcamvj.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40532754.0,,4.88479553,52.32047213,Hockey,K,1,physical sports,stick and ball games,All Sports,11,4
Hockey,V.V.V.,www.hockeyclubvvv.nl,Sportpark 't Loopveld,Aanloop 7,1183SZ,Amstelveen,Zuid,,40530657.0,ja,4.89196336,52.31863464,Hockey,K,1,physical sports,stick and ball games,All Sports,11,4
Hockey,AHC IJburg ,www.ahcijburg.nl,Sportpark IJburg,Jan Beijerpad 1,1087BX,Amsterdam,Oost,,34388539.0,,4.98089246,52.3547421,Hockey,M,1,physical sports,stick and ball games,All Sports,11,2
Hockey,Rubicon,www.ahcrubicon.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,67536484.0,,4.96474872,52.3114262,Hockey,T,1,physical sports,stick and ball games,All Sports,11,2
Hockey,A.H.& B.C.,www.ahbc.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 19,1182AA,Amstelveen,Zuid,,40530202.0,,4.85218956,52.32008914,Hockey,K,1,physical sports,stick and ball games,All Sports,11,4
Hockey,THC Hurley,www.hurley.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21,1182AA,Amstelveen,Zuid,,40533024.0,,4.84837639,52.32087754,Hockey,K,1,physical sports,stick and ball games,All Sports,11,4
Hockey,SV Kampong Hockey rolstoelhockey,www.stickweb.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,Ja,34190856.0,,4.97825726,52.29676965,Hockey,T,1,physical sports,stick and ball games,All Sports,11,2
Hockey,S.B.H.C. Xenios,www.xenios.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535212.0,,4.80649086,52.33961512,Hockey,F,1,physical sports,stick and ball games,All Sports,11,2
Hockey,A.M.H.C. Westerpark,www.amhcwesterpark.nl,Sportpark Spieringhorn,Sportpark Spieringhorn 5,1043AA,Amsterdam,Nieuw-West,,34342197.0,,4.82701658,52.38633361,Hockey,F,1,physical sports,stick and ball games,All Sports,11,2
Hockey,AHMC  F.I.T.,www.amhc-fit.nl,Sportpark Kadoelen,Vikingpad 41,1034VG,Amsterdam,Noord,,40531047.0,,4.91507052,52.41453414,Hockey,N,1,physical sports,stick and ball games,All Sports,11,1
Hockey,AthenA,www.hcathena.nl,Sportpark Voorland,Voorlandpad 13,1098TZ,Amsterdam,Oost,,34212175.0,,4.95521638,52.34685655,Hockey,M,1,physical sports,stick and ball games,All Sports,11,2
Honkbal/softbal,O.S.C. Ban Topa Future Stars,www.bantopafs.nl,Sportpark De Toekomst,Borchlandweg 14,1114BD,Amsterdam-Duivendrecht,Zuidoost,,,,4.9288665,52.31357084,Baseball / Softball,T,1,physical sports,bat-and-ball,All Sports,6,2
Honkbal/softbal,Amsterdam Pirates,www.amsterdampirates.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,40531384.0,,4.79847299,52.36662879,Baseball / Softball,F,1,physical sports,bat-and-ball,All Sports,6,2
Honkbal/softbal,Amsterdam Marshals,www.amsterdammarshals.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,54216869.0,ja,4.96474872,52.3114262,Baseball / Softball,T,1,physical sports,bat-and-ball,All Sports,6,2
Honkbal/softbal,Amsterdam North Stars,www.amsterdamnorthstars.nl,Sportpark Tuindorp-Oostzaan,Perenpad 3-5,1033TB,Amsterdam,Noord,,34263263.0,ja,4.89507432,52.41379668,Baseball / Softball,N,1,physical sports,bat-and-ball,All Sports,6,1
Honkbal/softbal,O.V.V.O.,www.ovvo-amsterdam.nl,Sportpark Middenmeer,Radioweg 73,1098NG,Amsterdam,Oost,,34153612.0,ja,4.9493275,52.34996985,Baseball / Softball,M,1,physical sports,bat-and-ball,All Sports,6,1
Honkbal/softbal,A.H.C. Quick,www.quickamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535612.0,ja,4.80649086,52.33961512,Baseball / Softball,F,1,physical sports,bat-and-ball,All Sports,6,2
Ijshockey,IJV Amstel Tijgers anno 1963,www.amsteltijgers.nl,Jaap Eden IJsbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,34194868.0,,4.94536705,52.34897301,Ice Hockey,M,1,physical sports,ice sports,All Sports,1,1
Jeu De Boules,Les Bohemiens de Petanque,lesbohemiensdepetanque.weebly.com,Jeu de Boules,Buziaustraat 32,1068KN,Amsterdam,Nieuw-West,,,,4.81189422,52.35263222,Bowls,F,1,physical sports,target sports,All Sports,6,2
Jeu De Boules,De Drie Kastanjes,geen website,Onderlangs,Onderlangs,1097ZJ,Amsterdam,Oost,,40539544.0,,4.95045876,52.34049465,Bowls,M,1,physical sports,target sports,All Sports,6,2
Jeu De Boules,Jeu De Boule Vereniging De Meteoor,www.jbcdemeteoor.nl,Sportpark Tuindorp Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,40534702.0,,4.89507432,52.41379668,Bowls,N,1,physical sports,target sports,All Sports,6,1
Jeu De Boules,Mooie Boules,www.mooieboules.nl,Mooie Boules,Zeeburgerpad 3,1018AH,Amsterdam,Oost,,69390967.0,,4.92743145,52.36685944,Bowls,M,1,physical sports,target sports,All Sports,6,2
Judo,Kenchutai,www.kenchutai.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,61704768.0,,4.92026769,52.38860742,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Toradoshi,www.toradoshi.nl,Pluspunt,Albardakade 5-7,1067DD,Amsterdam,Nieuw-West,,34205146.0,ja,4.80263944,52.37802795,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,BSA de Zeppelin,Bessenpad 1,1033LW,Amsterdam,Noord,,,,4.8949353,52.41043473,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Judoclub KidsFun,www.jckidsfun.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,56212321.0,ja,4.91705772,52.40785689,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Fuyiama,www.fuyiama.nl,A.S.V. Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,34138064.0,ja,4.86887575,52.37164057,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,56080212.0,ja,4.86575665,52.36466138,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,Heldringschool ,Bosrankstraat 1,1032LH,Amsterdam,Noord,,34301792.0,,4.90653659,52.39777221,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Judo Ryu Sakura,www.judoryusakura.nl,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,72973331.0,ja,4.86158761,52.37002713,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Judoclub KidsFun,www.jckidsfun.nl,Gymzaal Chrysantenstraat 28,Chrysantenstraat 28,1031HT,Amsterdam,Noord,,56212321.0,ja,4.90604312,52.39189037,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Buurtvereniging Jacob Maris,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350.0,,4.85527593,52.36571126,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Fuyiama,www.fuyiama.nl,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,34138064.0,ja,4.85527593,52.36571126,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Fuyiama,www.fuyiama.nl,Buurtcentrum Oosterpark,Derde Oosterparkstraat 159,1092CW,Amsterdam,Oost,,34138064.0,ja,4.92022776,52.35752782,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,HvA,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,56080212.0,ja,4.80572388,52.36792292,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Yushi,www.judoyushi.nl,Sportpark Ookmeer,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,34117993.0,,4.80572388,52.36792292,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judovereniging Tenkaichi,www.tenkaichi.nl,Sportcentrum Caland (dojo in kelder),Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34181512.0,,4.80713356,52.35443917,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Jishin,www.judojishin.nl,Buitenschoolse Opvang Villa Bons,Galileïplantsoen 39,1098LW,Amsterdam,Oost,,56131445.0,,4.93888977,52.35417565,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Stichting Koka,www.stichtingkoka.nl,Groeneveen 91D,Groeneveen 91D,1103EG,Amsterdam,Zuidoost,,34372273.0,,4.97273802,52.32114327,Judo,T,1,physical sports,combat sports and martial arts,All Sports,45,2
Judo,Judo-iwa,www.judo-iwa.nl,Amsterdam Training Center,H.J.E. Wenckebachweg 6V-5,1096AN,Amsterdam,Oost,,72720387.0,ja,4.92759236,52.33669611,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Jishin,www.judojishin.nl,Gymzaal Pro Regeschool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,56131445.0,,4.82322682,52.36092523,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judoschool Van Heest,www.judoschool.nl,Basisschool de Achthoek ,Hengelstraat 100,1019DC,Amsterdam,Oost,,34266776.0,,4.9457341,52.37440571,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Dojo de Jong,www.dojodejong.nl,Frankendaelschool,Hogeweg 63,1098CA,Amsterdam,Oost,,34219604.0,,4.93484582,52.35634428,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Don Bosco,www.donbosco-amsterdam.nl,Don Bosco,James Wattstraat 56,1097DM,Amsterdam,Oost,,,,4.92492702,52.35171324,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Wellantcollege,Jan van Zutphenstraat 60,1069RS,Amsterdam,Nieuw-West,,56080212.0,ja,4.79535064,52.34974313,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judoschool Van Heest,www.judoschool.nl,Openbare Montessorischool Steigereiland ,John Hadleystraat 4,1086WB,Amsterdam,Oost,,34266776.0,,4.98220182,52.36099163,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judoschool Onaji,www.judoschoolonaji.nl,WG-terrein,Ketelhuisplein 45,1054RD,Amsterdam,West,,56001185.0,ja,4.8694695,52.36354522,Judo,E,1,physical sports,combat sports and martial arts,All Sports,45,9
Judo,Reis- en Ontspanningsvereniging Kindervreugd,www.kindervreugd.org,Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,,,4.94644649,52.36478255,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Lastage,Lastage/Nieuwe Jonkerstraat,1011CM,Amsterdam,Centrum,,56080212.0,ja,4.90265284,52.373353,Judo,A,1,physical sports,combat sports and martial arts,All Sports,45,2
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,56080212.0,ja,4.89371511,52.34975372,Judo,K,1,physical sports,combat sports and martial arts,All Sports,45,4
Judo,Shin Shin Bu Ken,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,,,4.81047224,52.37764394,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Judoclub KidsFun,www.jckidsfun.nl,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,56212321.0,ja,4.95911832,52.39429711,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,BeTer Judo,www.beterjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,ja,,,4.80633473,52.36500489,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Stichting Special Needs Judo Foundation,www.specialneedsjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,,,,4.80633473,52.36500489,Judo,F,1,physical sports,combat sports and martial arts,All Sports,45,10
Judo,Jumping Feet,www.jumpingfeet.nl,Jumping Feet Fitness en Aerobic-Dance Studio,Noordkaperweg 5,1035HA,Amsterdam,Noord,,,,4.88450586,52.42161649,Judo,N,1,physical sports,combat sports and martial arts,All Sports,45,8
Judo,Judoschool Van Heest,www.judoschool.nl,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,34266776.0,,4.88401802,52.38173617,Judo,A,1,physical sports,combat sports and martial arts,All Sports,45,2
Judo,Bushido Dojo,www.bushido-dojo.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40537838.0,,4.93135106,52.35788575,Judo,M,1,physical sports,combat sports and martial arts,All Sports,45,10
