Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y,Sport_en,district_code,Count,Meta_Cat,Sub_Cat,All,Sport_count,sport_count_in_district
Aangepast Sporten,Reade,www.reade.nl,Jan van Breemen instituut,Admiraal Helfrichstraat 1,1056AA,Amsterdam,Nieuw-West,ja,,,4.84440832,52.37074001,Adapted Sports,F,1,physical sports,others,All Sports,6,1
Aangepast Sporten,Friendship Sports Centre,www.friendshipsportscentre.nl,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,ja,34152839.0,,4.95984695,52.40025203,Adapted Sports,N,1,physical sports,others,All Sports,6,2
Aangepast Sporten,Only Friends,www.onlyfriends.nl,Sportpark De Weeren,Beemsterstraat 652,1027ED,Amsterdam,Noord,ja,50538063.0,ja,4.95984695,52.40025203,Adapted Sports,N,1,physical sports,others,All Sports,6,2
Aangepast Sporten,PWA Manege | Vereniging Paardrijden Gehandicapten,www.pwamanege.nl,Prins Willem-Alexander manege,Loosdrechtdreef 9,1108AZ,Amsterdam,Zuidoost,ja,40533448.0,,4.99323066,52.31425676,Adapted Sports,T,1,physical sports,others,All Sports,6,1
Aangepast Sporten,Terminators,www.amsterdamterminators.nl,Reade sporthal,Overtoom 283,1054HW,Amsterdam,West,ja,40539513.0,,4.86684929,52.36037903,Adapted Sports,E,1,physical sports,others,All Sports,6,1
Aangepast Sporten,Stichting Prisma,www.stichtingprisma.nl,Diverse locaties,Zwanenburgwal 206,1011JH,Amsterdam,Centrum,ja,41217265.0,,4.89876465,52.3683613,Adapted Sports,A,1,physical sports,others,All Sports,6,1
Aerobics,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542.0,,4.78522141,52.37924265,Aerobics,F,1,physical sports,gym sports,All Sports,3,2
Aerobics,Ontspanningsvereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1065DC,Amsterdam,Nieuw-West,,40533777.0,,4.83308527,52.35325129,Aerobics,F,1,physical sports,gym sports,All Sports,3,2
Aerobics,De Bonte Kraai,www.buurthuizenzuidoost.nl,Buurthuis De Bonte Kraaij,Kraaiennest 68,1104CD,Amsterdam,Zuidoost,,,,4.98006344,52.31724105,Aerobics,T,1,physical sports,gym sports,All Sports,3,1
Aikido,Takemusu Aikido,www.takemusuaikido.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,34311332.0,,4.92026769,52.38860742,Aikido,N,1,physical sports,combat sports and martial arts,All Sports,24,2
Aikido,Aikidojo ,www.aikidojo.nl,ABOV,Amstelkade 13,1078AB,Amsterdam,Oost,,55532675.0,,4.90750247,52.34921721,Aikido,M,1,physical sports,combat sports and martial arts,All Sports,24,4
Aikido,Culturele Aikido Stichting Amsterdam (CASA),www.aikido-info.nl,ASV Gebouw,Bilderdijkpark 10,1052SB,Amsterdam,West,,41210217.0,,4.86887575,52.37164057,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Tenchi Ryu,www.tenchiryu.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,34367624.0,,4.86575665,52.36466138,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Aikidoschool Amsterdam,www.aikidoschoolamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,34367624.0,ja,4.86575665,52.36466138,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,34145187.0,,4.99617033,52.35682337,Aikido,M,1,physical sports,combat sports and martial arts,All Sports,24,4
Aikido,Aikido Agatsu Amsterdam West,www.agatsu.nl,Studio seven,Eerste Nassaustraat 7,1052BD,Amsterdam,West,,34268781.0,,4.87950875,52.38303811,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34155590.0,,4.80713356,52.35443917,Aikido,F,1,physical sports,combat sports and martial arts,All Sports,24,1
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Aikido Centrum Amsterdam,Geleenstraat 34,1078LG,Amsterdam,Zuid,,34145187.0,,4.89375908,52.3444781,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Gymzaal Heinzestraat 9,Heinzestraat 9,1071SK,Amsterdam,Zuid,,34155590.0,,4.87686287,52.35258531,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Waraku-do Yoseikan,www.waraku-do.nl,Sportschool (onder het Zuiderbad),Hobbemakade 9,1071XK,Amsterdam,Zuid,,,,4.88614714,52.35838612,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Sho Shin Aikido dojo Amsterdam,www.shoshinaikido-dojo.nl,WG-terrein - grote zaal,Ketelhuisplein 47,1054RD,Amsterdam,West,,41212763.0,ja,4.86948428,52.3635363,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Yuki Mizu Kumo Stichting,www.yukimizukumo.nl,Witte Olifant gymzaal,Lastageweg 50,1011DB,Amsterdam,Centrum,,34283157.0,,4.90220717,52.37312096,Aikido,A,1,physical sports,combat sports and martial arts,All Sports,24,1
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,34145187.0,,4.89371511,52.34975372,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Sho Shin Aikido dojo Amsterdam,www.shoshinaikido-dojo.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,41212763.0,ja,4.89371511,52.34975372,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Tenchigowa,www.tenchigowa.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40534707.0,,4.89371511,52.34975372,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,34145187.0,,4.95911832,52.39429711,Aikido,N,1,physical sports,combat sports and martial arts,All Sports,24,2
Aikido,Shoriniji-kempo,www.shorinjikempo.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,8139319.0,,4.95629984,52.35564969,Aikido,M,1,physical sports,combat sports and martial arts,All Sports,24,4
Aikido,AikiContact,www.aikicontact.nl,"Jan van der Heijdenhuis, theaterzaal",Tweede Jan van der Heijdenstraat 75-77,1074XR,Amsterdam,Zuid,,34341284.0,,4.90227598,52.35608052,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249.0,,4.87980641,52.35959043,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Shinbukan Amsterdam,www.shinbukan.nl,Shinbukan Dojo Amsterdam,Van Ostadestraat 155,1073TK,Amsterdam,Zuid,,34170855.0,,4.89569201,52.3528088,Aikido,K,1,physical sports,combat sports and martial arts,All Sports,24,9
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Vriesman dojo,Veemarkt 151,1019CC,Amsterdam,Oost,,34145187.0,,4.93876668,52.36780953,Aikido,M,1,physical sports,combat sports and martial arts,All Sports,24,4
Aikido,Tenchi Ryu,www.tenchiryu.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34367624.0,,4.85384756,52.37763867,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
Aikido,Aikidoschool Amsterdam,www.aikidoschoolamsterdam.nl,Het Wachterlied paviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34367624.0,ja,4.85384756,52.37763867,Aikido,E,1,physical sports,combat sports and martial arts,All Sports,24,7
American Football,Amsterdam Panthers,www.amsterdam-panthers.nl,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,34127715.0,,4.78522141,52.37924265,American Football,F,1,physical sports,football family,All Sports,2,2
American Football,Amsterdam Crusaders,www.crusaders.nl,Sportpark Sloten,Sloterweg 1043G,1066CC,Amsterdam,Nieuw-West,,40534446.0,,4.80244347,52.33608095,American Football,F,1,physical sports,football family,All Sports,2,2
Atletiek,ATOS AV,www.av-atos.nl,Sportpark Elzenhagen,G.J. Scheurleerpad 3,1025WM,Amsterdam,Noord,,40530655.0,ja,4.92666673,52.40188027,Athletics,N,1,physical sports,others,All Sports,6,1
Atletiek,Feniks,www.avfeniks.nl,Bijlmer Sportpark,Karspeldreef 500,1102BX,Amsterdam,Zuidoost,,34242879.0,ja,4.96459083,52.3104767,Athletics,T,1,physical sports,others,All Sports,6,1
Atletiek,H.C.A.,www.hardloopclubamsterdam.nl,Amstelpark,Koenenkade 8,1081KH,Amsterdam,Zuid,,62192493.0,,4.85234665,52.33101422,Athletics,K,1,physical sports,others,All Sports,6,2
Atletiek,Phanos,www.phanos.org,Olympisch Stadion,Olympisch Stadion 1,1076DE,Amsterdam,Zuid,,34120371.0,ja,4.85524932,52.34343946,Athletics,K,1,physical sports,others,All Sports,6,2
Atletiek,A.V. '23 ,www.av23.nl,Nieuwe Chris Bergerbaan,Radioweg 89,1098NG,Amsterdam,Oost,,40531663.0,,4.95158812,52.34652958,Athletics,M,1,physical sports,others,All Sports,6,1
Atletiek,A.A.C.,www.aacamsterdam.nl,Atletiekbaan Ookmeer,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,40538624.0,,4.80333655,52.37081422,Athletics,F,1,physical sports,others,All Sports,6,1
Australian Football,Amsterdam Devils,www.facebook.com/amsterdamdevils,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,,,4.78522141,52.37924265,Australian Football,F,1,physical sports,football family,All Sports,1,1
Badminton,U.V.O./Spirit,www.uvospirit.nl,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,40537984.0,ja,4.95933828,52.40119389,Badminton,N,1,physical sports,ball-over-net games,All Sports,15,2
Badminton,Zeeburg,www.bvzeeburg.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40534776.0,ja,4.95130945,52.36594199,Badminton,M,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,U.V.O./Spirit,www.uvospirit.nl,Sporthal Elzenhagen,J.H. Hisgenpad 1,1025WK,Amsterdam,Noord,,40537984.0,ja,4.92565868,52.40131911,Badminton,N,1,physical sports,ball-over-net games,All Sports,15,2
Badminton,Badminton-Vereniging Amsterdam,www.bva-badminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40537847.0,,4.89371511,52.34975372,Badminton,K,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,British Society,www.britishsocietyofamsterdam.org,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40533588.0,,4.89371511,52.34975372,Badminton,K,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,GBA (Gay Badminton Amsterdam),www.gay-badminton-amsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,58947027.0,,4.89371511,52.34975372,Badminton,K,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,S.G.A.,www.sgabadminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,4.89371511,52.34975372,Badminton,K,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,Racketsport 4 Everyone,www.racketsport4everyone.nl,Gymzaal Nachtwachtlaan 35,Nachtwachtlaan 35,1058EB,Amsterdam,Nieuw-West,,67087418.0,ja,4.84395972,52.36060875,Badminton,F,1,physical sports,ball-over-net games,All Sports,15,2
Badminton,APGS,apgs-amsterdam.nl/sporten/badminton,Sportpark Overamstel,Ouderkerkerdijk 150,1096CR,Amsterdam,Oost,,,,4.9054468,52.3276652,Badminton,M,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,U.V.O./Spirit,www.uvospirit.nl,Sporthal IJburg,Pampuslaan 1,1087HP,Amsterdam,Oost,,40537984.0,ja,5.00433556,52.35129567,Badminton,M,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,Badmintonvereniging Gaasperdam,www.bvgaasperdam.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537847.0,ja,4.97825726,52.29676965,Badminton,T,1,physical sports,ball-over-net games,All Sports,15,1
Badminton,Badminton Slotermeer Amsterdam,www.slotermeeramsterdam.nl,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,40530096.0,,4.83917473,52.37335349,Badminton,E,1,physical sports,ball-over-net games,All Sports,15,2
Badminton,Energia,www.facebook.com/pietwoud,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,,,4.83917473,52.37335349,Badminton,E,1,physical sports,ball-over-net games,All Sports,15,2
Badminton,U.S. Badminton,www.us-badminton.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,,,4.91002045,52.35863353,Badminton,M,1,physical sports,ball-over-net games,All Sports,15,4
Badminton,Energia,www.facebook.com/pietwoud,ALO,Willinklaan 5,1067SL,Amsterdam,Nieuw-West,,,,4.80306224,52.37141402,Badminton,F,1,physical sports,ball-over-net games,All Sports,15,2
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,61342548.0,ja,4.95762875,52.31527429,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,34355707.0,ja,4.95762875,52.31527429,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Apollo basketbal,www.apollobasketball.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,50810596.0,ja,4.88444373,52.34806995,Basketball,K,1,physical sports,basketball family,All Sports,26,4
Basketbal,D.E.D.,www.bvded.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40537252.0,,4.88444373,52.34806995,Basketball,K,1,physical sports,basketball family,All Sports,26,4
Basketbal,Jaws,www.jawsbasketbal.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40531284.0,,4.88444373,52.34806995,Basketball,K,1,physical sports,basketball family,All Sports,26,4
Basketbal,A3 sport,https://www.facebook.com/a3demunnik/,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,67601782.0,ja,4.95933828,52.40119389,Basketball,N,1,physical sports,basketball family,All Sports,26,2
Basketbal,D.W.V.,www.dwvbasketball.nl,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,40533895.0,ja,4.95933828,52.40119389,Basketball,N,1,physical sports,basketball family,All Sports,26,2
Basketbal,AMVJ Amsterdam,www.amvj-amsterdam.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40532386.0,,4.80397743,52.3678604,Basketball,F,1,physical sports,basketball family,All Sports,26,5
Basketbal,Anoeta,www.anoeta.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532829.0,,4.80713356,52.35443917,Basketball,F,1,physical sports,basketball family,All Sports,26,5
Basketbal,Harlemlakers,www.harlemlakers.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40595799.0,,4.80713356,52.35443917,Basketball,F,1,physical sports,basketball family,All Sports,26,5
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34355707.0,ja,4.80713356,52.35443917,Basketball,F,1,physical sports,basketball family,All Sports,26,5
Basketbal,Baseball Academy Diamonds Amsterdam,diamondsbaseball.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,,,4.79847299,52.36662879,Basketball,F,1,physical sports,basketball family,All Sports,26,5
Basketbal,Amsterdam Netball,www.amsterdamnetball.com,Sportpark Winterdijkplein,Kinderdijkstraat 29,1079GB,Amsterdam,Zuid,,64310124.0,,4.90331011,52.34335811,Basketball,K,1,physical sports,basketball family,All Sports,26,4
Basketbal,Friends '90,geen website,Sportzaal Klateringpad 1-3,Klateringpad 1-3,1104KW,Amsterdam,Zuidoost,,40537850.0,,4.97310349,52.31497894,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,,40539506.0,,4.86684929,52.36037903,Basketball,E,1,physical sports,basketball family,All Sports,26,3
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sporthal IJburg,Pampuslaan 1,1087HP,Amsterdam,Oost,,34355707.0,ja,5.00433556,52.35129567,Basketball,M,1,physical sports,basketball family,All Sports,26,5
Basketbal,Agoeti,www.agoeti.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,,,4.97800459,52.29714626,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Club2000,www.club2000.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,40539221.0,,4.97800459,52.29714626,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,61342548.0,ja,4.97825726,52.29676965,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,34355707.0,ja,4.97825726,52.29676965,Basketball,T,1,physical sports,basketball family,All Sports,26,7
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Gymzaal Tosaristraat 30C,Tosaristraat 30C,1019RT,Amsterdam,Oost,,34355707.0,ja,4.92209216,52.37990761,Basketball,M,1,physical sports,basketball family,All Sports,26,5
Basketbal,Basketbalclub Flying Oost,flyingoost.wixsite.com/flyingoost,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,59449861.0,ja,4.91002045,52.35863353,Basketball,M,1,physical sports,basketball family,All Sports,26,5
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,34355707.0,ja,4.91002045,52.35863353,Basketball,M,1,physical sports,basketball family,All Sports,26,5
Basketbal,US Basketball,www.usbasketball.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993.0,,4.91002045,52.35863353,Basketball,M,1,physical sports,basketball family,All Sports,26,5
Basketbal,Basketball Vereniging Amsterdam,www.bvamsterdam.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,40533905.0,ja,4.86758379,52.38164722,Basketball,E,1,physical sports,basketball family,All Sports,26,3
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Van Hogendorphal,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,34355707.0,ja,4.86758379,52.38164722,Basketball,E,1,physical sports,basketball family,All Sports,26,3
Beachhandbal,Westsite,www.westsite.amsterdam,Westsite,Handbalstraat 740,1062XA,Amsterdam,Nieuw-West,,34162957.0,,4.8363683,52.34181617,Beachhandbal,F,1,physical sports,handball family,All Sports,1,1
Beachvolleybal,VU Sportcentrum,sportcentrumvu.nl/sporten/balsporten-amsterdam/beachvolleybal-amsterdam,VU Campus,De Boelelaan 1081,1081HV,Amsterdam,Zuid,,,,4.86699436,52.33297595,Beach Volleyball,K,1,physical sports,ball-over-net games,All Sports,7,1
Beachvolleybal,Sportverhuur gemeente Amsterdam,www.amsterdam.nl/sport,Bijlmer Sportpark,Karspeldreef 501,1102BX,Amsterdam,Zuidoost,,,,4.96438316,52.31131704,Beach Volleyball,T,1,physical sports,ball-over-net games,All Sports,7,1
Beachvolleybal,Sportverhuur gemeente Amsterdam,www.amsterdam.nl/sport,Sportpark Middenmeer-Voorland,Radioweg 65,1098NG,Amsterdam,Oost,,,,4.94754762,52.34996592,Beach Volleyball,M,1,physical sports,ball-over-net games,All Sports,7,4
Beachvolleybal,US Volleybal,www.usvolleybal.nl,Sportpark Middenmeer-Voorland,Radioweg 65,1098NG,Amsterdam,Oost,,40531993.0,,4.94754762,52.34996592,Beach Volleyball,M,1,physical sports,ball-over-net games,All Sports,7,4
Beachvolleybal,Albatros,www.albatros-amsterdam.nl,Sportpark Middenmeer-Voorland,Radioweg 89,1098NG,Amsterdam,Oost,,40532984.0,,4.95158812,52.34652958,Beach Volleyball,M,1,physical sports,ball-over-net games,All Sports,7,4
Beachvolleybal,Universitair Sportcentrum,www.usc.uva.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339.0,,4.95629984,52.35564969,Beach Volleyball,M,1,physical sports,ball-over-net games,All Sports,7,4
Beachvolleybal,BeeVeeStrand,www.beeveestrand.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,34236221.0,,4.78435888,52.38206168,Beach Volleyball,F,1,physical sports,ball-over-net games,All Sports,7,1
Bergsport,NKBV Regio Amsterdam,amsterdam.nkbv.nl,Sportpark Ookmeer,Dokter Meurerlaan 9,1067SM,Amsterdam,Nieuw-West,,,,4.80165803,52.36807846,Climbing,F,1,physical sports,climbing,All Sports,11,5
Biljarten,Club 8,www.club-8.nl,Club 8,Admiraal De Ruijterweg 56B,1056GL,Amsterdam,West,,,,4.86194957,52.37124155,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,Frans Hals,www.knbbamsterdam.nl,Cafe De Amstel,Amstelkade 39,1078AG,Amsterdam,Zuid,,,,4.90314987,52.34863327,Billiards,K,1,physical sports,stick and ball games,All Sports,15,2
Biljarten,Boven 't IJ/BV De Albatros,www.boventij.com,Boven 't Y,Buikslotermeerplein 145,1025ET,Amsterdam,Noord,,,,4.9375242,52.39912683,Billiards,N,1,physical sports,stick and ball games,All Sports,15,1
Biljarten,De Eik,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,,,4.79304388,52.34115719,Billiards,F,1,physical sports,stick and ball games,All Sports,15,3
Biljarten,Senioren Biljart Vereniging Osdorp,www.seniorenbiljartosdorp.com,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,34272396.0,,4.79304388,52.34115719,Billiards,F,1,physical sports,stick and ball games,All Sports,15,3
Biljarten,T.O.G. de Halve Maen,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,,,4.79304388,52.34115719,Billiards,F,1,physical sports,stick and ball games,All Sports,15,3
Biljarten,De Roemer '41,www.knbbamsterdam.nl,Café Insulinde,Sumatrastraat 24,1094ND,Amsterdam,Oost,,,,4.93517511,52.36422704,Billiards,M,1,physical sports,stick and ball games,All Sports,15,1
Biljarten,BV Chris Scholten,www.knbbamsterdam.nl,Café Chris Scholten,Van Woustraat 104,1073LR,Amsterdam,Zuid,,,,4.90144411,52.35429754,Billiards,K,1,physical sports,stick and ball games,All Sports,15,2
Biljarten,BC Excelsior (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BC Time Out (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BC Victoria (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BV Blauw Wit/De Klos (woensdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BV EDO '83 (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BV H.E.T.E.Y./Insulinde (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Biljarten,BV Push and Win (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,4.84612823,52.38382502,Billiards,E,1,physical sports,stick and ball games,All Sports,15,8
Boksen,Boksteam VBSK Albert Cuyp,www.vbsk.nl,Boksschool Albert Cuyp,Albert Cuypstraat 241,1073BH,Amsterdam,Zuid,,40531659.0,,4.89760095,52.35672637,Boxing,K,1,physical sports,combat sports and martial arts,All Sports,8,3
Boksen,A.B.O.V. Amsterdam,www.abovamsterdam.nl,Boxing Gym ABOV,Amstelkade 13,1078AB,Amsterdam,Zuid,,40530134.0,,4.90750247,52.34921721,Boxing,K,1,physical sports,combat sports and martial arts,All Sports,8,3
Boksen,Vos Gym Amsterdam,www.vosgymamsterdam.com,Vos gym,Donker Curtiusstraat 3,1051JL,Amsterdam,West,,61342726.0,ja,4.87184281,52.37914927,Boxing,E,1,physical sports,combat sports and martial arts,All Sports,8,2
Boksen,Amsterdams Boks Centrum,www.abcboxingjoval.nl,Amsterdams Boks Centrum,Holendrechtplein 23,1106LN,Amsterdam,Zuidoost,,41211379.0,ja,4.96348178,52.29945966,Boxing,T,1,physical sports,combat sports and martial arts,All Sports,8,1
Boksen,S.B.K.,www.boksen.eu,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,40534043.0,,4.88401802,52.38173617,Boxing,A,1,physical sports,combat sports and martial arts,All Sports,8,1
